,questions,answer_texts
6498,"['Who directs The Matrix?', ""What's the sequel name?"", 'Is there The Matrix 3?', 'Hugo Weaving character name?', 'Who acted as Trinity there?']","['Lilly Wachowski;Lana Wachowski', 'The Matrix Reloaded', 'Yes', 'Agent Smith', 'Carrie-Anne Moss']"
6499,"['Tottenham Hotspur F.C. was founded in which year?', ""What's the name of their chairperson as of 2018?"", 'Which nation does the club play in?', 'Which is their home city?', ""What is the club's stadium called?""]","['1882', 'Daniel Levy', 'United Kingdom', 'London', 'White Hart Lane']"
6500,"['Who is the creator of The Orville?', 'What network airs it?', 'How long does an episode run?', 'On what date did the first episode air?', 'Who is the actress who plays the Xelayan security chief on the show?']","['Seth MacFarlane', 'Fox Broadcasting Company', '44 minute', '10 September 2017', 'Halston Sage']"
6501,"['Total seasons: Parks and Recreation?', 'Who played as a character and also produced the series?', 'Her date of birth?', 'Did the series also feature Chris Pratt?', 'Were they born in the same city?']","['7', 'Amy Poehler', '16 September 1971', 'Yes', 'No']"
6502,"['Who wrote the book Ready Player One?', 'what genre book is it?', 'was something created from the book?', ""what was the book's publisher?"", 'what awards did the book win?']","['Ernest Cline', 'science fiction novel', 'Ready Player One was made into a movie.', 'Crown Publishing Group', 'Ready Player One won the Promethus Award.']"
6503,"['What year was Mission: Impossible – Fallout released?', 'what actor was the lead?', ""what's the name of the director?"", 'what genre was the movie?', 'which company produced the film?']","['2018', 'Tom Cruise', 'Christopher McQuarrie', 'Mission: Impossible – Fallout was a thriller film.', 'Bad Robot Productions']"
6504,"['Where was the band Die Toten Hosen founded ?', 'In which country is this city ?', 'In which year was the band founded ?', 'Is punk rock one of the genres that they are playing ?', 'Does the band Die Ärzte play this genre too?']","['Düsseldorf', 'Germany', '1982', 'Yes', 'Yes']"
6505,"['When did The Beatles get together?', 'Where did they live?', 'Who managed them first?', 'What hairstyle were they famous for?', 'In what year did they break up?']","['1960', 'Liverpool', 'Brian Epstein', 'bowl cut', '1970']"
6506,"[""What's the name of the Jaws author?"", 'When was it written?', 'The book was published by what company?', ""What's the book's genre?"", 'Did it turn into a film?']","['Peter Benchley', '1974', 'Doubleday; Bantam Books', 'Thriller', 'yes']"
6507,"['Who was the creator of Star Wars?', 'In what year?', ""What is it's name?"", 'actor who played Luke Skywalker?', 'and who played Leia?']","['George Lucas', '1977', 'Star Wars Episode IV: A New Hope', 'Mark Hamill', 'Carrie Fisher']"
6508,"['What is Lionel Messi current team?', 'Who was named captain of this club?', 'Messi is from which country?', 'How many years has he been with the club?', 'In which country will you find the club?']","['FC Barcelona', 'Lionel Messi', 'Argentina', '15 years', 'Spain']"
6509,"['Who authored the book Jaws?', 'The book was written in what year?', 'Who published it?', ""What's the book's genre?"", 'Was it turned into a movie?']","['Peter Benchley', '1974', 'Doubleday; Bantam Books', 'Thriller', 'yes']"
6510,"['Who directed and screenwrote the incredibles?', 'Did he also produce the movie?', 'What about the sequel, did he direct and screenwrite it?', 'Did the first and the second movies both win academy award?', 'Who voiced Frozone?']","['Brad Bird', 'No', 'Yes', 'No', 'Samuel L. Jackson']"
6511,"['What movie directed by Steven Spielberg has a great white shark as the primary villain?', 'What lsland is Jaws located in?', 'Which person is attacked by the shark first in Jaws?', 'Who is the chief in Jaws?', 'What is the fishermans name in the movie Jaws?']","['Jaws', 'Amity Island', 'Chrissie Watkins', 'Martin Brody', 'Bartholomew Marion Quint']"
6512,"['Who was the director of the movie Scream?', 'Sidney Prescott was play by who?', 'When was the movie released?', 'What is the name of the screenwriter?', 'Courteney Cox played which character?']","['Wes Craven', 'Neve Campbell', '1996', 'Kevin Williamson', 'Gale Weathers']"
6513,"['What movie directed by Steven Spielberg has a great white shark as the primary villain?', 'Where did the shark attack happen in Jaws?', 'Which person is attacked by the shark first in Jaws?', 'Who is the chief in Jaws?', 'What is the fishermans name in the movie Jaws?']","['Jaws', 'Amity Island', 'Chrissie Watkins', 'Martin Brody', 'Bartholomew Marion Quint']"
6514,"['Who wrote The Wonderful Wizard of Oz?', 'Can you name the Movie made from the book The Wonderful of Oz?', 'What was the good witch named in The Wonderful Wizard of Oz?', 'When was The Wizard of Oz written?', 'What is the genre of The Wonderful Wizard of Oz?']","['L. Frank Baum', 'The Wizard of Oz', 'Glinda the Good Witch', '1900', ""children's literature""]"
6515,"['Who is the writer of the fiction novel 1Q84?', ""author's nationality?"", 'which of his books won the World Fantasy Award for the best novel?', 'did the author win the Franz Kafka Prize?', 'when?']","['Haruki Murakami', 'Japan', 'Kafka on the shore', 'Yes', '2006']"
6516,"['What movie stars Constance Wu and Henry Golding?', 'Who is the director of this?', 'Who wrote the screenplay?', ""What is the movie's release date?"", 'is it also a book?']","['Crazy Rich Asians', 'Jon M. Chu', 'Adele Lim', '7 August 2018', 'Yes']"
6517,"['Which movie of the The Lord of the Rings trilogy is the second longest?', ""The director's first wife?"", 'How many children has she in 2017?', 'Has she been an actress?', ""Her first child's birth place?""]","['The Lord of the Rings: The Two Towers', 'Fran Walsh', '2', 'Yes', 'Wellington']"
6518,"[""What's the name of the creator for Criminal Minds?"", 'When did it start?', 'What network airs it?', 'Can you tell me the name of the unit that the show is about?', 'Is the show still on the air in 2018?']","['Jeff Davis', '22 September 2005', 'CBS', 'Behavioral Analysis Unit', 'Yes']"
6519,"['Did this movie start as a book?', 'When was the movie released?', 'The movie was directed by who?', 'In what location is the movie set?', 'Who wrote the screenplay?']","['yes', '1980', 'Stanley Kubrick', 'Colorado', 'Stanley Kubrick; Diane Johnson']"
6520,"['Who is the author of Foundation?', 'When did he release it?', 'Is it part of a series?', 'What is the name of the next book?', 'Does that one conclude the series?']","['Isaac Asimov', '1951', 'Yes', 'Foundation and Empire', 'No']"
6521,"['In what year was Taylor Swift born?', 'What type of music does she sing?', 'Which song was her first top hit?', 'In what year did that song come out?', 'What album was that song on?']","['1989', 'country;pop', 'Our Song', '2007', 'Taylor Swift']"
6522,"['Which of the Star Trek characters did Patrick Steward play?', ""And Pickard's occupation was?.."", 'Did only Steward act as Pickard?', 'Who then?', 'which episode was it in?']","['Jean-Luc Picard', 'commanding officer', 'Yes', 'David Birkin', 'Rascals']"
6523,"['Who was Watership Down written by?', 'Origin country of the book?', ""What's the author's date of birth?"", ""And what is the author's birth place?"", 'The book setting?']","['Richard Adams', 'England', '9 May 1920', 'Newbury', 'Berkshire']"
6524,"['What is Lionel Messi current team?', 'who is the captain?', 'Where is he from?', ""He's been with them how long?"", 'where is the club located?']","['FC Barcelona', 'Lionel Messi', 'Argentina', '15 years', 'Spain']"
6525,"['Who wrote the book Under The Dome?', ""Is it true that he received reward's for this book?"", ""Is it true that he has received other reward's for books that he has written since then?"", 'What is the name of the reward that he has recieved?', 'What else has he accomplished since receiving that reward?']","['Stephen King', 'Yes', 'Yes', 'Best Novel', 'He received the Edgar Award for Best Novel for his book Mr. Mercedes in 2015.']"
6526,"[""What was Stufjan Steven's first full length album?"", 'What label released this album?', 'When was he born?', 'Under what genre does his music normally fall?', 'What college did he attend?']","['A Sun Came', 'Asthmatic Kitty', '1 July 1975', 'Indie Folk', 'Hope College']"
6527,"[""What was Stufjan Steven's first full length album?"", 'What label released this album?', 'When was he born?', 'What type of music does he write?', 'What college did he attend?']","['A Sun Came', 'Asthmatic Kitty', '1 July 1975', 'Indie Folk', 'Hope College']"
6528,"[""What is McEntire's genre?"", 'The name of the college she attended?', ""What is Reba's birthday?"", 'Her birthplace?', 'Is she an actress?']","['Country music', 'Southeastern Oklahoma State University', '28 March 1955', 'Pittsburg County', 'Yes']"
6529,"['Did The Black Eyed Peas first get together in 1998?', 'Where did they originate?', 'What music category do they belong?', 'What is their official website?', 'Did Fergie leave the band in 2014 ?']","['No', 'Los Angeles', 'hip hop music;techno;pop music', 'http://www.blackeyedpeas.com', 'No']"
6530,"['From which country is the band Queen ?', 'and when were they founded ?', 'Who influenced the band ?', 'number of recieved awards ?', 'Place where the band formed?']","['United Kingdom', '1970', 'The Beatles;The Who', '3', 'London']"
6531,"['Who is the main creator of the series Supernatural?', 'How many seasons are there in 2018?', 'Who is the actor that plays their father?', 'Whats the yellow eyed demons name?', 'What is the actors name that plays Bobby Singer?']","['Eric Kripke', '14', 'Jeffrey Dean Morgan', 'Azazel', 'Jim Beaver']"
6532,"['Which director was in charge of the Forrest Gump Movie?', 'What about the main protagonist?', 'What war was the movie about?', 'And the year it was released?', 'What major award did it win?']","['Robert Zemeckis', 'Tom Hanks', 'Vietnam War', '1994', 'Academy Award for Best Picture']"
6533,"['Which band produced the album known as the ""dark side of the moon""?', 'Which co founder of Pink Floyd left the band?', 'Who was pink floyds first lead vocalist?', 'Who is the leader in 2018?', 'What album from Pink Flotd became a movie?']","['Pink Floyd', 'Roger Waters', 'Syd Barrett', 'David Gilmour', 'The Wall']"
6534,"['Who plays Archie Andrews in Riverdale?', 'And Jughead Jones?', 'What comic was it based on?', 'When was it released?', 'And when did the show come out?']","['KJ Apa', 'Cole Sprouse', 'Archie', '1941', '26 January 2017']"
6535,"['Which actor plays the role of Queen Elizabeth in the British series The Crown?', 'where did she receive her university education?', ""the role of the queen's is played by?"", 'whom is the series based on?', 'and the creator is?']","['Claire Foy', 'Liverpool John Moores University;Oxford School of Drama', 'Matt Smith', 'Queen Elizabeth II', 'Peter Morgan']"
6536,"['Who authored the book Jaws?', 'When was it written?', 'Who published it?', ""What's the book's genre?"", 'Did it turn into a film?']","['Peter Benchley', '1974', 'Doubleday; Bantam Books', 'Thriller', 'yes']"
6537,"['In what year was Taylor Swift born?', 'What type of music does she sing?', 'Which song was her first top hit?', 'In what year did that song come out?', 'What was the name of the album it was released from?']","['1989', 'country;pop', 'Our Song', '2007', 'Taylor Swift']"
6538,"['What was the British soccer club where David Beckham joined as a Trainee?', 'and where did he transfer after?', 'What was the last club he played for?', 'Who did he marry?', 'How tall is he?']","['Manchester United', 'Real Madrid C.F.', 'Paris Saint-Germain', 'Victoria Beckham', '183 centimeter']"
6539,"['What is the name of the actor who plays Robert McCall in the movie The Equalizer?', 'Which company made the movie?', 'Where is this movie suppose to be located?', 'Who did the music for the movie?', 'Who played Terri in the movie?']","['Denzel Washington', 'Columbia Pictures', 'Boston', 'Harry Gregson-Williams', 'Chloë Grace Moretz']"
6540,"['What year was the Seattle Sounders founded?', ""Who's the coach in 2018?"", 'What league are they in?', ""Who's their General Manager in 2018?"", 'Do they have any MLS championships?']","['2007', 'Brian Schmetzer', 'Major League Soccer', 'Garth Lagerwey', 'Yes']"
6541,"['Who plays Amenadiel on the tv-series Lucifer?', 'and Mr Morningstar was played by?', 'his birthdate?', 'What about D. B. Woodside?', ""Does the series relate to the DC comics' Lucifer?""]","['D. B. Woodside', 'Tom Ellis', '17 November 1978', '25 July 1969', 'Yes']"
6542,"['What was the name of the author who wrote The Wonderful Wizard of Oz?', 'What movie was based on the book The Wonderful Wizard of Oz?', 'What is the name of the good witch in the The Wonderful Wizard of Oz?', 'What year was The Wizard of Oz written?', 'What genre is this book?']","['L. Frank Baum', 'The Wizard of Oz', 'Glinda the Good Witch', '1900', ""children's literature""]"
6543,"['In the series Medium, who played the part of Allison DuBois?', 'Which cities DA gave her a job?', 'What actor stared as the DA?', ""and who played Allison's husband?"", 'number of seasons?']","['Patricia Arquette', 'Phoenix', 'Miguel Sandoval', 'Jake Weber', '7']"
6544,"['Did Crazy Rich Asians come out in 2017?', 'Who directed it?', 'Who was the screenwriter for the movie?', 'What is the MPAA film rating?', 'Where is the narrative location set?']","['No', 'Jon M. Chu', 'Adele Lim', 'PG-13', 'New York City;Singapore']"
6545,"['Lethal Weapon is on what network?', 'What was the first episode date?', 'Where is it set?', 'Who are the two detectives in the show?', 'What actors played those roles?']","['Fox Broadcasting Company', '21 September 2016', 'Los Angeles', 'Martin Riggs; Roger Murtaugh', 'Clayne Crawford; Damon Wayans']"
6546,"['Who directed the Forrest Gump movie?', 'and who was the main actor?', 'What conflict is central to the movie?', 'Which is the release year?', 'Did the movie get any big awards?']","['Robert Zemeckis', 'Tom Hanks', 'Vietnam War', '1994', 'Academy Award for Best Picture']"
6547,"['Who is the lead singer of Radiohead?', ""And who's the drummer?"", ""What's his date of birth?"", 'And what was the name of their first major record?', ""What's the number of tracks on that record?""]","['Thom Yorke', 'Philip Selway', '23 May 1967', 'Pablo Honey', '12']"
6548,"['Who directed and screenwrote the incredibles?', 'Was he also the producer of the movie?', 'Did he also direct and screenwrite its sequel?', 'Did the first and the second movies both win academy award?', 'Name of the voice actor for Frozone?']","['Brad Bird', 'No', 'Yes', 'No', 'Samuel L. Jackson']"
6549,"[""Who is the head coach for the US Men's National Soccer Team?"", 'He became head coach when?', 'What year was the team founded?', 'Did they ever when a world cup championship?', 'How many world cup has the team been in?']","['Gregg Berhalter', '29 November 2018', '1885', 'No', '10']"
6550,"['When was the first short story about The Witcher released?', 'What about the first Witcher video game?', 'Which actor dubbed Geralt?', 'Is he still in The Witcher 3?', 'How is the full name of Ciri?']","['1986', '2007', 'Doug Cockle', 'Yes', 'Cirilla Fiona Elen Riannon']"
6551,"['What is the name of the league David Beckham played first?', 'what position?', 'When was he indicted into the english Hall of Fame?', 'When did he receive PFA Young Player of the Year?', ""Who's his wife?""]","['Premier League', 'midfielder', '2008', '1997', 'Victoria Beckham']"
6552,"[""What is the name of Celine Dion's husband ?"", 'his death year?', 'reason for his death?', ""Celine Dion's song in the movie Titanic?"", 'her first English-languge album was called as?']","['Rene Angelil', '2016', 'Cancer', 'My Heart Will Go On', 'Unison']"
6553,"['Who was the author of Watership Down?', 'Origin country of the book?', ""What's the author's date of birth?"", 'Where was the author born?', 'Where is the book set at?']","['Richard Adams', 'England', '9 May 1920', 'Newbury', 'Berkshire']"
6554,"['Is the suicide prince the shortest book in bill hodges trilogy?', 'Name of the novel before end of the watch and finders keepers?', 'Publication year of the second book in bill hodges trilogy?', ""Name of the author's place of birth?"", 'Is the month when he and the writer of Game of Thrones were born the same?']","['Yes', 'Mr. Mercedes', '2015', 'Portland', 'Yes']"
6555,"['Does Bradley Cooper star in American Hustle?', 'And his birth date?', 'And who composed?', 'Did the movie win a Golden Globe award?', 'And the film length?']","['Yes', '5 January 1975', 'Danny Elfman', 'Yes', '138 minute']"
6556,"['The Los Angeles Galaxy are a member of what soccer league?', 'and where does the team play?', 'when did the team start up?', 'did David Beckham play for them?', ""what was the coach's name in August 2008?""]","['Major League Soccer', 'Dignity Health Sports Park', '1995', 'yes', 'Cobi Jones']"
6557,"['What is the location of the headquarters of Dyamo Dresden soccer team?', 'when was the club originate?', 'did it ever win UEFA cup?', 'and probably Indoor-Regio-Cup?', 'In which year then?']","['Dresden', '1953', 'No', 'Yes', '2007']"
6558,"['Where does Cristiano Ronaldo play soccer in 2019?', 'Where is that club located?', 'In what year was he born?', 'In what position does he play?', ""What's his sports number?""]","['Juventus F.C.', 'Italy', '1985', 'Forward', '7']"
6559,"['Who was the director of the movie Scream?', 'Which actress played Sidney Prescott?', 'When was the movie released?', 'Who wrote the screenplay?', 'Courteney Cox played which character?']","['Wes Craven', 'Neve Campbell', '1996', 'Kevin Williamson', 'Gale Weathers']"
6560,"['By whom is the character the unicorn in The Last Unicorn dubbed?', 'Is she a former fashion model?', 'Is the movie made from a book?', 'Who provided the music for the movie?', 'In what style is their music typically?']","['Mia Farrow', 'Yes', 'Yes', 'America', 'folk rock']"
6561,"['Who directed the movie The Great Outdoors?', 'What kind of movie is The Great Outdoors?', 'Who wrote The Great Outdoors?', 'Which two male actors were in The Great Outdoors?', 'What is the name of the company who produced The Great Outdoors?']","['Howard Deutch', 'Yes', 'John Hughes', 'Dan Aykroyd;John Candy', 'Universal Pictures']"
6562,"['Who directed the movie Avatar?', 'What year did it come out?', 'What was the name of the planet?', 'Who did the music for the movie?', 'What two main characters did the movie take place around?']","['James Cameron', '2009', 'Pandora', 'James Horner', 'Jake Sully;Neytiri']"
6563,"['Who was the director for the movie The Great Outdoors?', 'Is The Great Outdoors a comedy?', 'Who wrote The Great Outdoors?', 'Which two male actors were in The Great Outdoors?', 'Which movie company made The Great Outdoors?']","['Howard Deutch', 'Yes', 'John Hughes', 'Dan Aykroyd;John Candy', 'Universal Pictures']"
6564,"['Who wrote the novel Pride and Prejudice?', ""What's the book's publication date?"", ""What's the name of the main female character?"", ""What's the name of the character whom she's romantically involved with?"", 'Which of her novels was published right after that one?']","['Jane Austen', '27 January 1813', 'Elizabeth Bennet', 'Fitzwilliam Darcy', 'Mansfield Park']"
6565,"['Who plays the main character in Bird Box?', 'Where can it be watched?', 'Who directed it?', ""What's the release date?"", 'Whats the rating?']","['Sandra Bullock', 'Netflix', 'Susanne Bier', '21 December 2018', 'R']"
6566,"['Did Kylian Mbappé take part in the 2018 FIFA World Cup?', 'And what was his sports number there?', 'And in which country was the FIFA World Cup?', 'What about the FIFA World Cup in 2022?', 'And how many participants will there be?']","['Yes', '10', 'Russia', 'Qatar', '32']"
6567,"['Which musical artist created the album Thriller?', ""doesn't he have a nickname?"", 'is he dead?', 'did he make any other big records?', 'when did it come out?']","['Michael Jackson', 'The King of Pop', 'Yes', 'Bad', '30 November 1982']"
6568,"['Where does Cristiano Ronaldo play soccer in 2019?', 'Where is that club located?', 'What year was he born?', 'What position does he play?', 'What number does he wear?']","['Juventus F.C.', 'Italy', '1985', 'Forward', '7']"
6569,"['Which author created the Harry Potter novels?', 'What year did it begin?', 'Authors name abbreviation mean?', 'Any movie adaptations?', 'Name of third novel in series?']","['J. K. Rowling', '1997', 'Joanne Kathleen', 'Yes', 'Harry Potter and the Prisoner of Azkaban']"
6570,"['whom Anjelica Huston plays in The Addams Family?', 'number of kids of Morticia?', 'what actor playes the younger child?', 'what about the other child?', 'Christina or Jimmy is older?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
6571,"['Who directed the Forrest Gump movie?', 'What about the main protagonist?', 'What conflict is central to the movie?', 'And the year it was released?', 'Did the movie get any big awards?']","['Robert Zemeckis', 'Tom Hanks', 'Vietnam War', '1994', 'Academy Award for Best Picture']"
6572,"['What is Post Malones gender?', 'Where was he educated at?', 'Is the album Stoney from him?', 'What is the record label of the album?', 'Which album was it followed by?']","['male', 'Syracuse University', 'Yes', 'Republic Records', 'Beerbongs & Bentleys']"
6573,"['From where is the football player Antoine Griezmann?', 'Which team was the striker a part of in 2010?', 'Did he change the team afterwards?', 'And which team was it?', 'And who was the head coach of the team when he moved there?']","['France', 'Real Sociedad', 'Yes', 'Atlético Madrid', 'Diego Pablo Simeone']"
6574,"['What was the speciality of the soccer player Zinedine Zidane?', 'Birthplace?', 'Football club founded 31 August 1899 in that city?', 'Their owner in 2018?', 'His first wife?']","['midfielder', 'Marseille', 'Olympique de Marseille', 'Frank McCourt', 'Jamie McCourt']"
6575,"['Which club did David Beckham get started as a Trainee?', 'Which club did he move on to?', 'What was the last club he played for?', 'Which singer is his spouse?', 'How tall is he?']","['Manchester United', 'Real Madrid C.F.', 'Paris Saint-Germain', 'Victoria Beckham', '183 centimeter']"
6576,"['What is the genre for Stranger Things?', 'What year does it take place?', 'Where was it filmed?', ""And it's network?"", 'Publication date?']","['Science Fiction;Fantasy', '1983', 'Atlanta;Jackson', 'Netflix', '15 July 2016']"
6577,"['Name of the club Zlatan Ibrahimović was playing for in 2016/2017?', 'Was he born in the country of Manchester United F.C. from?', 'What is the country of origin for that club?', 'Did that country win 2018 wc?', 'Where was that event held?']","['Manchester United F.C.', 'No', 'United Kingdom', 'No', 'Russia']"
6578,"['What is Lionel Messi current team?', 'who is the captain?', 'Messi is from which country?', 'How many years has he been with the club?', 'In which country will you find the club?']","['FC Barcelona', 'Lionel Messi', 'Argentina', '15 years', 'Spain']"
6579,"['Who was the creator of the TV series Psych?', 'it was on what network?', 'who played the main character?', 'what was his name?', 'the location was where?']","['Steve Franks', 'USA Network', 'James Roday', 'Shawn Spencer', 'Santa Barbara']"
6580,"['Who was the director of the movie Scream?', 'Sidney Prescott was play by who?', 'When was the movie released?', 'What is the name of the screenwriter?', 'Who did Courteney Cox play in the movie?']","['Wes Craven', 'Neve Campbell', '1996', 'Kevin Williamson', 'Gale Weathers']"
6581,"['What is the duration of the movie Angels & Demons ?', 'Is there a movie that follows ?', 'number of screenwriters ?', 'Is Tom Hanks part of the movie ?', 'In which country is he citizen ?']","['146 minute', 'Yes', '2', 'Yes', 'United States of America']"
6582,"['Name the competitions which the winners of the Champions League qualify for?', 'and the competition started in?', 'the winners of the Champions League in 2018?', 'against which team?', 'the man of the match was?']","['UEFA Super Cup;FIFA Club World Cup', '1955', 'Real Madrid C.F.', 'Liverpool F.C.', 'Gareth Bale']"
6583,"['Which actor starred in the tv series Two And A Half Men and Anger Management?', 'Birth date second wife?', 'Second wife younger than him?', 'Name of his first movie?', 'Starred in movies with his father?']","['Charlie Sheen', '17 February 1971', 'Yes', 'The Execution Of Private Slovik', 'Yes']"
6584,"[""What's the name of the author of the book Pride and Prejudice?"", 'And it was published when?', ""What's the name of the main female character?"", ""And who's her main love interest?"", 'Which of her novels was published right after that one?']","['Jane Austen', '27 January 1813', 'Elizabeth Bennet', 'Fitzwilliam Darcy', 'Mansfield Park']"
6585,"['In which series can I hear ""I\'ll be there for you"" as a theme?', 'Where was it filmed then?', 'is Doctor Who filmed there too?', 'then which country?', 'and the guy who wrote the music also comes from there?']","['Friends', 'United States of America', 'No', 'United Kingdom', 'Yes']"
6586,"[""Was Topher Grace an actor in That '70s Show?"", 'In what US state did the show take place?', 'Would it be in the sitcom genre?', 'Who created the show?', 'Was David Trainer one of the shows directors?']","['Yes', 'Wisconsin', 'Yes', 'Mark Brazill', 'Yes']"
6587,"['What is the name of the first team the brazilian Pele played for?', 'What is his real name?', 'What year was his first World Cup win?', 'What team is he honorary president of?', 'When did he play in the NASL after semi retirement?']","['Santos FC', 'Edson Arantes do Nascimento', '1958', 'New York Cosmos', '1975']"
6588,"['the city Maroon 5 comes from?', 'their vocalist and bassist also from there?', 'what are the names of the ones who are not from LA among them?', 'which city he was born in?', 'anyone else in the band also born there?']","['Los Angeles', 'No', 'Mickey Madden', 'Austin', 'No']"
6589,"['For which club did Jonas Hector originally play?', 'At which time did he play at that club?', 'Where did he go afterwards?', 'At which year was the player born?', 'And where?']","['SV Auersmacher', '2009;2010', '1. FC Köln', '1990', 'Saarbrücken']"
6590,"['Who is the author of Foundation?', 'When was it released?', 'Is the book part of a series?', 'So what is the sequel?', 'Does that one conclude the series?']","['Isaac Asimov', '1951', 'Yes', 'Foundation and Empire', 'No']"
6591,"['the character played by Anjelica Huston in The Addams Family?', 'number of kids of Morticia?', 'who playes the younger?', 'and the older?', 'who of two actors is older in effect?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
6592,"['Who are the films The Wolf Of Wall Street and Shutter Island directed by?', 'Which one has the higher duration?', 'More awards?', 'Publishing date Wolf Of Wall Street US?', 'Film version of literature?']","['Martin Scorsese', 'The Wolf Of Wall Street', 'The Wolf Of Wall Street', '17 December 2013', 'Yes']"
6593,"['Who created the TV show Breaking Bad?', 'Any awards received for that show?', ""What other show's has he worked on since Breaking Bad ended?"", ""What year did that show's first episode air?"", 'Have there been any awards given out for that show in 2019?']","['Vince Gilligan', 'Yes, the Outstanding Drama Series Award', 'Better Call Saul', '2015', 'Yes, TV Program of the Year']"
6594,"['What English Premier League soccer team did David Beckham play for in 2002?', ""what's his wife's name?"", 'and what band was she in?', 'what award did he get in 2012?', ""where's he from?""]","['Manchester United', 'Victoria Beckham', 'Spice Girls', 'Best MLS Player ESPY Award', 'United Kingdom']"
6595,"[""Who is the author of the book Charlotte's Web?"", 'what is charlotte?', ""what kind of animal is charlotte's best friend?"", 'what kind of book?', 'the authors birthdate?']","['E. B. White', 'spider', 'pig', ""children's novel;fairy tale"", '11 July 1899']"
6596,"['In which movie do Audrey Hepburn and George Peppard appear in?', 'What was the name of the director?', 'Is the film based on a novel?', 'Who is the author of the book the movie is based on?', 'Was he involved in writing the film?']","[""Breakfast at Tiffany's"", 'Blake Edwards', 'Yes', 'Truman Capote', 'Yes']"
6597,"['Name the Star Wars creator.', 'In what year?', ""What's it called?"", 'actor who played Luke Skywalker?', 'and who played Leia?']","['George Lucas', '1977', 'Star Wars Episode IV: A New Hope', 'Mark Hamill', 'Carrie Fisher']"
6598,"['Total seasons: Parks and Recreation?', 'Who played as a character and also produced the series?', 'Her date of birth?', 'Did Chris Pratt also play in that series?', 'Is the city where they were born the same?']","['7', 'Amy Poehler', '16 September 1971', 'Yes', 'No']"
6599,"['Did the Los Angeles FC start in 2008?', 'What sport does this team play?', 'What is their official website?', 'What is their home stadium called?', 'Who is the head coach in 2018?']","['No', 'soccer', 'https://lafc.com', 'Banc of California Stadium', 'Bob Bradley']"
6600,"['Where does Cristiano Ronaldo play soccer in 2019?', 'Where is that club located?', 'In what year was he born?', 'In what position does he play?', 'What number does he wear?']","['Juventus F.C.', 'Italy', '1985', 'Forward', '7']"
6601,"['Maroon 5 are from the city?', 'their vocalist and bassist also from there?', 'what are the names of the ones who are not from LA among them?', 'which city he was born in?', 'anyone else in the band also born there?']","['Los Angeles', 'No', 'Mickey Madden', 'Austin', 'No']"
6602,"['What movie by Steven Spielberg features a great white terroizing an island?', 'Where did the shark attack happen in Jaws?', 'Who is attacked first in Jaws?', 'Who is the chief in Jaws?', 'What is the fishermans name in the movie Jaws?']","['Jaws', 'Amity Island', 'Chrissie Watkins', 'Martin Brody', 'Bartholomew Marion Quint']"
6603,"['Is Iron Man the longest movie in the Iron Man film series?', 'Which one is the longest?', 'Who directed it?', 'Where is he from?', 'Which state is that city part of?']","['No', 'Iron Man 3', 'Shane Black', 'Pittsburgh', 'Pennsylvania']"
6604,"['Who is the voice actor of the unicorn in The Last Unicorn?', 'Did the voice actor work as a model in the past?', 'Is the movie made from a book?', 'By whom is the soundtrack?', 'What genre do they play normally?']","['Mia Farrow', 'Yes', 'Yes', 'America', 'folk rock']"
6605,"['Who was the author of Great Expectations?', 'Was the book written in 1861?', 'Who is the publisher?', ""What's the genre of the book?"", 'What was the setting for the book?']","['Charles Dickens', 'No', 'Chapman & Hall', 'black comedy', 'London;Kent']"
6606,"['When did The Beatles get together?', 'Where did they live?', 'Who was their first manager?', 'What hairstyle were they famous for?', 'In what year did they break up?']","['1960', 'Liverpool', 'Brian Epstein', 'bowl cut', '1970']"
6607,"['Who is the main creator of the series Supernatural?', 'How many seasons are there out by 2018?', 'What actor plays the father for Sam and Dean?', 'What is the name of the yellow eyed demon?', 'Who is the actor that plays Bobby Singer?']","['Eric Kripke', '14', 'Jeffrey Dean Morgan', 'Azazel', 'Jim Beaver']"
6608,"['What is the name of the player who played for Werder Bremen, 1.FC Kaiserslautern and S.S. Lazio?', 'When did he retire from national team?', 'World cup win which year?', 'Opponent final match?', 'Born in which country?']","['Miroslav Klose', '2014', '2014', 'Argentina national football team', 'Poland']"
6609,"[""What singer is a former member of Destiny's Child and married to Jay-Z?"", 'What was the title of her first solo album?', 'First single?', 'Her most recent album in 2018?', 'What movie did she first star in?']","['Beyonce', 'Dangerously in Love', 'Crazy in Love', 'Lemonade', 'Carmen: A Hip Hopera']"
6610,"['What year did Saving Private Ryan first show in the US?', 'What little known actor starred in this movie?', 'What actor played Captain Miller?', 'Who directed the movie?', 'Where is the opening scene?']","['1988', 'Vin Diesel', 'Tom Hanks', 'Steven Spielberg', 'Omaha Beach']"
6611,"['What country is Fernando Torres from?', 'What club was he with in 2012?', 'Who won the Champions League that year?', ""Did Torres play for Spain's national team in 2010?"", 'Who won the World Cup that year?']","['Spain', 'Chelsea F.C.', 'Chelsea F.C.', 'Yes', 'Spain national football team']"
